Time Stamp, Pressure [Pa], System State, Alarm State
Thursday 07-05-2020 02:00:59 CEST +0200,9237594,13,0
Thursday 07-05-2020 02:00:59 CEST +0200,9239166,13,0
Thursday 07-05-2020 02:00:59 CEST +0200,9240698,13,0
Thursday 07-05-2020 02:01:00 CEST +0200,9241422,13,0
Thursday 07-05-2020 02:01:00 CEST +0200,9242585,13,0
Thursday 07-05-2020 02:01:00 CEST +0200,9244306,13,0
Thursday 07-05-2020 02:01:00 CEST +0200,9246141,13,0
Thursday 07-05-2020 02:01:01 CEST +0200,9247246,13,0
Thursday 07-05-2020 02:01:01 CEST +0200,9250090,13,0
Thursday 07-05-2020 02:01:01 CEST +0200,9251125,13,0
Thursday 07-05-2020 02:01:01 CEST +0200,9253773,13,0
Thursday 07-05-2020 02:01:02 CEST +0200,9255485,13,0
Thursday 07-05-2020 02:01:02 CEST +0200,9258087,13,0
Thursday 07-05-2020 02:01:02 CEST +0200,9259852,13,0
Thursday 07-05-2020 02:01:02 CEST +0200,9261474,13,0
Thursday 07-05-2020 02:01:03 CEST +0200,9263501,13,0
Thursday 07-05-2020 02:01:03 CEST +0200,9265090,13,0
Thursday 07-05-2020 02:01:03 CEST +0200,9267577,13,0
Thursday 07-05-2020 02:01:03 CEST +0200,9269345,13,0
Thursday 07-05-2020 02:01:04 CEST +0200,9270792,13,0
Thursday 07-05-2020 02:01:04 CEST +0200,9272136,13,0
Thursday 07-05-2020 02:01:04 CEST +0200,9274762,13,0
Thursday 07-05-2020 02:01:04 CEST +0200,9277065,13,0
Thursday 07-05-2020 02:01:05 CEST +0200,9277852,13,0
Thursday 07-05-2020 02:01:05 CEST +0200,9280551,13,0
Thursday 07-05-2020 02:01:05 CEST +0200,9281898,13,0
Thursday 07-05-2020 02:01:05 CEST +0200,9284519,13,0
Thursday 07-05-2020 02:01:06 CEST +0200,9285778,13,0
Thursday 07-05-2020 02:01:06 CEST +0200,9287626,13,0
Thursday 07-05-2020 02:01:06 CEST +0200,9289425,13,0
Thursday 07-05-2020 02:01:06 CEST +0200,9291440,13,0
Thursday 07-05-2020 02:01:07 CEST +0200,9293668,13,0
Thursday 07-05-2020 02:01:07 CEST +0200,9296058,13,0
Thursday 07-05-2020 02:01:07 CEST +0200,9299052,13,0
Thursday 07-05-2020 02:01:07 CEST +0200,9301442,13,0
Thursday 07-05-2020 02:01:08 CEST +0200,9304425,13,0
Thursday 07-05-2020 02:01:08 CEST +0200,9306160,13,0
Thursday 07-05-2020 02:01:08 CEST +0200,9309363,13,0
Thursday 07-05-2020 02:01:08 CEST +0200,9312419,13,0
Thursday 07-05-2020 02:01:09 CEST +0200,9313558,13,0
Thursday 07-05-2020 02:01:09 CEST +0200,9314783,13,0
Thursday 07-05-2020 02:01:09 CEST +0200,9317029,13,0
Thursday 07-05-2020 02:01:09 CEST +0200,9318815,13,0
Thursday 07-05-2020 02:01:10 CEST +0200,9321567,13,0
Thursday 07-05-2020 02:01:10 CEST +0200,9324495,13,0
Thursday 07-05-2020 02:01:10 CEST +0200,9326813,13,0
Thursday 07-05-2020 02:01:10 CEST +0200,9328527,13,0
Thursday 07-05-2020 02:01:11 CEST +0200,9329972,13,0
Thursday 07-05-2020 02:01:11 CEST +0200,9331695,13,0
Thursday 07-05-2020 02:01:11 CEST +0200,9334051,13,0
Thursday 07-05-2020 02:01:11 CEST +0200,9336245,13,0
Thursday 07-05-2020 02:01:12 CEST +0200,9338168,13,0
Thursday 07-05-2020 02:01:12 CEST +0200,9339597,13,0
Thursday 07-05-2020 02:01:12 CEST +0200,9342933,13,0
Thursday 07-05-2020 02:01:12 CEST +0200,9344909,13,0
Thursday 07-05-2020 02:01:13 CEST +0200,9347859,13,0
Thursday 07-05-2020 02:01:13 CEST +0200,9349390,13,0
Thursday 07-05-2020 02:01:13 CEST +0200,9352792,13,0
Thursday 07-05-2020 02:01:13 CEST +0200,9355795,13,0
Thursday 07-05-2020 02:01:14 CEST +0200,9357960,13,0
Thursday 07-05-2020 02:01:14 CEST +0200,9359537,13,0
Thursday 07-05-2020 02:01:14 CEST +0200,9361358,13,0
Thursday 07-05-2020 02:01:14 CEST +0200,9362545,13,0
Thursday 07-05-2020 02:01:15 CEST +0200,9365697,13,0
Thursday 07-05-2020 02:01:15 CEST +0200,9367289,13,0
Thursday 07-05-2020 02:01:15 CEST +0200,9370035,13,0
Thursday 07-05-2020 02:01:15 CEST +0200,9372492,13,0
Thursday 07-05-2020 02:01:16 CEST +0200,9374533,13,0
Thursday 07-05-2020 02:01:16 CEST +0200,9376786,13,0
Thursday 07-05-2020 02:01:16 CEST +0200,9378595,13,0
Thursday 07-05-2020 02:01:16 CEST +0200,9380463,13,0
Thursday 07-05-2020 02:01:17 CEST +0200,9383054,13,0
Thursday 07-05-2020 02:01:17 CEST +0200,9386213,13,0
Thursday 07-05-2020 02:01:17 CEST +0200,9388527,13,0
Thursday 07-05-2020 02:01:17 CEST +0200,9390120,13,0
Thursday 07-05-2020 02:01:18 CEST +0200,9392885,13,0
Thursday 07-05-2020 02:01:18 CEST +0200,9394184,13,0
Thursday 07-05-2020 02:01:18 CEST +0200,9396114,13,0
Thursday 07-05-2020 02:01:18 CEST +0200,9399374,13,0
Thursday 07-05-2020 02:01:19 CEST +0200,9401436,13,0
Thursday 07-05-2020 02:01:19 CEST +0200,9404753,13,0
Thursday 07-05-2020 02:01:19 CEST +0200,9406391,13,0
Thursday 07-05-2020 02:01:19 CEST +0200,9408953,13,0
Thursday 07-05-2020 02:01:20 CEST +0200,9412266,13,0
Thursday 07-05-2020 02:01:20 CEST +0200,9415798,13,0
Thursday 07-05-2020 02:01:20 CEST +0200,9419320,13,0
Thursday 07-05-2020 02:01:20 CEST +0200,9422157,13,0
Thursday 07-05-2020 02:01:21 CEST +0200,9423784,13,0
Thursday 07-05-2020 02:01:21 CEST +0200,9426826,13,0
Thursday 07-05-2020 02:01:21 CEST +0200,9429211,13,0
Thursday 07-05-2020 02:01:21 CEST +0200,9431940,13,0
Thursday 07-05-2020 02:01:22 CEST +0200,9435486,13,0
Thursday 07-05-2020 02:01:22 CEST +0200,9438611,13,0
Thursday 07-05-2020 02:01:22 CEST +0200,9440998,13,0
Thursday 07-05-2020 02:01:22 CEST +0200,9444193,13,0
Thursday 07-05-2020 02:01:23 CEST +0200,9447363,13,0
Thursday 07-05-2020 02:01:23 CEST +0200,9448974,13,0
Thursday 07-05-2020 02:01:23 CEST +0200,9450659,13,0
Thursday 07-05-2020 02:01:23 CEST +0200,9452329,13,0
Thursday 07-05-2020 02:01:24 CEST +0200,9455043,13,0
Thursday 07-05-2020 02:01:24 CEST +0200,9457378,13,0
Thursday 07-05-2020 02:01:24 CEST +0200,9459311,13,0
Thursday 07-05-2020 02:01:24 CEST +0200,9463001,13,0
Thursday 07-05-2020 02:01:25 CEST +0200,9464906,13,0
Thursday 07-05-2020 02:01:25 CEST +0200,9467954,13,0
Thursday 07-05-2020 02:01:25 CEST +0200,9469628,13,0
Thursday 07-05-2020 02:01:25 CEST +0200,9472643,13,0
Thursday 07-05-2020 02:01:26 CEST +0200,9475326,13,0
Thursday 07-05-2020 02:01:26 CEST +0200,9477691,13,0
Thursday 07-05-2020 02:01:26 CEST +0200,9480317,13,0
Thursday 07-05-2020 02:01:26 CEST +0200,9483368,13,0
Thursday 07-05-2020 02:01:27 CEST +0200,9487346,13,0
Thursday 07-05-2020 02:01:27 CEST +0200,9489896,13,0
Thursday 07-05-2020 02:01:27 CEST +0200,9491819,13,0
Thursday 07-05-2020 02:01:27 CEST +0200,9495412,13,0
Thursday 07-05-2020 02:01:28 CEST +0200,9497785,13,0
Thursday 07-05-2020 02:01:28 CEST +0200,9501477,13,0
Thursday 07-05-2020 02:01:28 CEST +0200,9504178,13,0
Thursday 07-05-2020 02:01:28 CEST +0200,9506404,13,0
Thursday 07-05-2020 02:01:29 CEST +0200,9509390,13,0
Thursday 07-05-2020 02:01:29 CEST +0200,9513119,13,0
Thursday 07-05-2020 02:01:29 CEST +0200,9516705,13,0
Thursday 07-05-2020 02:01:29 CEST +0200,9519458,13,0
Thursday 07-05-2020 02:01:30 CEST +0200,9522522,13,0
Thursday 07-05-2020 02:01:30 CEST +0200,9524697,13,0
Thursday 07-05-2020 02:01:30 CEST +0200,9528801,13,0
Thursday 07-05-2020 02:01:30 CEST +0200,9530779,13,0
Thursday 07-05-2020 02:01:31 CEST +0200,9532700,13,0
Thursday 07-05-2020 02:01:31 CEST +0200,9534650,13,0
Thursday 07-05-2020 02:01:31 CEST +0200,9536849,13,0
Thursday 07-05-2020 02:01:31 CEST +0200,9539589,13,0
Thursday 07-05-2020 02:01:32 CEST +0200,9542403,13,0
Thursday 07-05-2020 02:01:32 CEST +0200,9544618,13,0
Thursday 07-05-2020 02:01:32 CEST +0200,9547156,13,0
Thursday 07-05-2020 02:01:32 CEST +0200,9549937,13,0
Thursday 07-05-2020 02:01:33 CEST +0200,9553252,13,0
Thursday 07-05-2020 02:01:33 CEST +0200,9555506,13,0
Thursday 07-05-2020 02:01:33 CEST +0200,9559769,13,0
Thursday 07-05-2020 02:01:33 CEST +0200,9563787,13,0
Thursday 07-05-2020 02:01:34 CEST +0200,9566416,13,0
Thursday 07-05-2020 02:01:34 CEST +0200,9568904,13,0
Thursday 07-05-2020 02:01:34 CEST +0200,9571997,13,0
Thursday 07-05-2020 02:01:34 CEST +0200,9574619,13,0
Thursday 07-05-2020 02:01:35 CEST +0200,9577625,13,0
Thursday 07-05-2020 02:01:35 CEST +0200,9581035,13,0
Thursday 07-05-2020 02:01:35 CEST +0200,9585197,13,0
Thursday 07-05-2020 02:01:35 CEST +0200,9588948,13,0
Thursday 07-05-2020 02:01:36 CEST +0200,9592011,13,0
Thursday 07-05-2020 02:01:36 CEST +0200,9594824,13,0
Thursday 07-05-2020 02:01:36 CEST +0200,9599142,13,0
Thursday 07-05-2020 02:01:36 CEST +0200,9603521,13,0
Thursday 07-05-2020 02:01:37 CEST +0200,9607945,13,0
Thursday 07-05-2020 02:01:37 CEST +0200,9611320,13,0
Thursday 07-05-2020 02:01:37 CEST +0200,9613912,13,0
Thursday 07-05-2020 02:01:37 CEST +0200,9616850,13,0
Thursday 07-05-2020 02:01:38 CEST +0200,9620240,13,0
Thursday 07-05-2020 02:01:38 CEST +0200,9622800,13,0
Thursday 07-05-2020 02:01:38 CEST +0200,9625970,13,0
Thursday 07-05-2020 02:01:38 CEST +0200,9629088,13,0
Thursday 07-05-2020 02:01:39 CEST +0200,9631830,13,0
Thursday 07-05-2020 02:01:39 CEST +0200,9634984,13,0
Thursday 07-05-2020 02:01:39 CEST +0200,9639052,13,0
Thursday 07-05-2020 02:01:39 CEST +0200,9642371,13,0
Thursday 07-05-2020 02:01:40 CEST +0200,9645927,13,0
Thursday 07-05-2020 02:01:40 CEST +0200,9650274,13,0
Thursday 07-05-2020 02:01:40 CEST +0200,9654541,13,0
Thursday 07-05-2020 02:01:40 CEST +0200,9659131,13,0
Thursday 07-05-2020 02:01:41 CEST +0200,9661475,13,0
Thursday 07-05-2020 02:01:41 CEST +0200,9665301,13,0
Thursday 07-05-2020 02:01:41 CEST +0200,9669631,13,0
Thursday 07-05-2020 02:01:41 CEST +0200,9672281,13,0
Thursday 07-05-2020 02:01:42 CEST +0200,9676695,13,0
Thursday 07-05-2020 02:01:42 CEST +0200,9679806,13,0
Thursday 07-05-2020 02:01:42 CEST +0200,9683155,13,0
Thursday 07-05-2020 02:01:42 CEST +0200,9685805,13,0
Thursday 07-05-2020 02:01:43 CEST +0200,9689946,13,0
Thursday 07-05-2020 02:01:43 CEST +0200,9693100,13,0
Thursday 07-05-2020 02:01:43 CEST +0200,9697534,13,0
Thursday 07-05-2020 02:01:43 CEST +0200,9699923,13,0
Thursday 07-05-2020 02:01:44 CEST +0200,9703464,13,0
Thursday 07-05-2020 02:01:44 CEST +0200,9707378,13,0
Thursday 07-05-2020 02:01:44 CEST +0200,9711697,13,0
Thursday 07-05-2020 02:01:44 CEST +0200,9715237,13,0
Thursday 07-05-2020 02:01:45 CEST +0200,9720056,13,0
Thursday 07-05-2020 02:01:45 CEST +0200,9722520,13,0
Thursday 07-05-2020 02:01:45 CEST +0200,9726504,13,0
Thursday 07-05-2020 02:01:45 CEST +0200,9730242,13,0
Thursday 07-05-2020 02:01:46 CEST +0200,9733185,13,0
Thursday 07-05-2020 02:01:46 CEST +0200,9735846,13,0
Thursday 07-05-2020 02:01:46 CEST +0200,9740162,13,0
Thursday 07-05-2020 02:01:46 CEST +0200,9743732,13,0
Thursday 07-05-2020 02:01:47 CEST +0200,9746984,13,0
Thursday 07-05-2020 02:01:47 CEST +0200,9750393,13,0
Thursday 07-05-2020 02:01:47 CEST +0200,9755131,13,0
Thursday 07-05-2020 02:01:47 CEST +0200,9759342,13,0
Thursday 07-05-2020 02:01:48 CEST +0200,9762525,13,0
Thursday 07-05-2020 02:01:48 CEST +0200,9766508,13,0
Thursday 07-05-2020 02:01:48 CEST +0200,9770712,13,0
Thursday 07-05-2020 02:01:48 CEST +0200,9773595,13,0
Thursday 07-05-2020 02:01:49 CEST +0200,9776784,13,0
Thursday 07-05-2020 02:01:49 CEST +0200,9780251,13,0
Thursday 07-05-2020 02:01:49 CEST +0200,9783540,13,0
Thursday 07-05-2020 02:01:49 CEST +0200,9788452,13,0
Thursday 07-05-2020 02:01:50 CEST +0200,9792763,13,0
Thursday 07-05-2020 02:01:50 CEST +0200,9796686,13,0
Thursday 07-05-2020 02:01:50 CEST +0200,9799557,13,0
Thursday 07-05-2020 02:01:50 CEST +0200,9802869,13,0
Thursday 07-05-2020 02:01:51 CEST +0200,9807196,13,0
Thursday 07-05-2020 02:01:51 CEST +0200,9811738,13,0
Thursday 07-05-2020 02:01:51 CEST +0200,9815101,13,0
Thursday 07-05-2020 02:01:51 CEST +0200,9818218,13,0
Thursday 07-05-2020 02:01:52 CEST +0200,9821476,13,0
Thursday 07-05-2020 02:01:52 CEST +0200,9826348,13,0
Thursday 07-05-2020 02:01:52 CEST +0200,9830183,13,0
Thursday 07-05-2020 02:01:52 CEST +0200,9833461,13,0
Thursday 07-05-2020 02:01:53 CEST +0200,9838387,13,0
Thursday 07-05-2020 02:01:53 CEST +0200,9841383,13,0
Thursday 07-05-2020 02:01:53 CEST +0200,9845529,13,0
Thursday 07-05-2020 02:01:53 CEST +0200,9850516,13,0
Thursday 07-05-2020 02:01:54 CEST +0200,9855681,13,0
Thursday 07-05-2020 02:01:54 CEST +0200,9859274,13,0
Thursday 07-05-2020 02:01:54 CEST +0200,9862511,13,0
Thursday 07-05-2020 02:01:54 CEST +0200,9866033,13,0
Thursday 07-05-2020 02:01:55 CEST +0200,9870528,13,0
Thursday 07-05-2020 02:01:55 CEST +0200,9875550,13,0
Thursday 07-05-2020 02:01:55 CEST +0200,9880753,13,0
Thursday 07-05-2020 02:01:55 CEST +0200,9885452,13,0
Thursday 07-05-2020 02:01:56 CEST +0200,9889501,13,0
Thursday 07-05-2020 02:01:56 CEST +0200,9893504,13,0
Thursday 07-05-2020 02:01:56 CEST +0200,9898071,13,0
Thursday 07-05-2020 02:01:56 CEST +0200,9902281,13,0
Thursday 07-05-2020 02:01:57 CEST +0200,9907146,13,0
Thursday 07-05-2020 02:01:57 CEST +0200,9912385,13,0
Thursday 07-05-2020 02:01:57 CEST +0200,9916041,13,0
Thursday 07-05-2020 02:01:57 CEST +0200,9920174,13,0
Thursday 07-05-2020 02:01:58 CEST +0200,9923846,13,0
Thursday 07-05-2020 02:01:58 CEST +0200,9927270,13,0
Thursday 07-05-2020 02:01:58 CEST +0200,9931600,13,0
Thursday 07-05-2020 02:01:58 CEST +0200,9936907,13,0
Thursday 07-05-2020 02:01:59 CEST +0200,9942170,13,0
Thursday 07-05-2020 02:01:59 CEST +0200,9946711,13,0
Thursday 07-05-2020 02:01:59 CEST +0200,9950006,13,0
Thursday 07-05-2020 02:01:59 CEST +0200,9955350,13,0
Thursday 07-05-2020 02:02:00 CEST +0200,9959608,13,0
Thursday 07-05-2020 02:02:00 CEST +0200,9963971,13,0
Thursday 07-05-2020 02:02:00 CEST +0200,9967413,13,0
Thursday 07-05-2020 02:02:00 CEST +0200,9970968,13,0
Thursday 07-05-2020 02:02:01 CEST +0200,9975087,13,0
Thursday 07-05-2020 02:02:01 CEST +0200,9979422,13,0
Thursday 07-05-2020 02:02:01 CEST +0200,9982734,13,0
Thursday 07-05-2020 02:02:01 CEST +0200,9986776,13,0
Thursday 07-05-2020 02:02:02 CEST +0200,9991412,13,0
Thursday 07-05-2020 02:02:02 CEST +0200,9997058,13,0
Thursday 07-05-2020 02:02:02 CEST +0200,10001305,13,1
Thursday 07-05-2020 02:02:02 CEST +0200,10004706,13,1
Thursday 07-05-2020 02:02:03 CEST +0200,10010067,13,1
Thursday 07-05-2020 02:02:03 CEST +0200,10014196,13,1
Thursday 07-05-2020 02:02:03 CEST +0200,10019364,13,1
Thursday 07-05-2020 02:02:03 CEST +0200,10023428,13,1
Thursday 07-05-2020 02:02:04 CEST +0200,10028166,13,1
Thursday 07-05-2020 02:02:04 CEST +0200,10032529,13,1
Thursday 07-05-2020 02:02:04 CEST +0200,10037383,13,1
Thursday 07-05-2020 02:02:04 CEST +0200,10041589,13,1
Thursday 07-05-2020 02:02:05 CEST +0200,10045344,13,1
Thursday 07-05-2020 02:02:05 CEST +0200,10050832,13,1
Thursday 07-05-2020 02:02:05 CEST +0200,10055699,13,1
Thursday 07-05-2020 02:02:05 CEST +0200,10060077,13,1
Thursday 07-05-2020 02:02:06 CEST +0200,10065927,13,1
Thursday 07-05-2020 02:02:06 CEST +0200,10069649,13,1
Thursday 07-05-2020 02:02:06 CEST +0200,10073846,13,1
Thursday 07-05-2020 02:02:06 CEST +0200,10079022,13,1
Thursday 07-05-2020 02:02:07 CEST +0200,10083734,13,1
Thursday 07-05-2020 02:02:07 CEST +0200,10087662,13,1
Thursday 07-05-2020 02:02:07 CEST +0200,10092640,13,1
Thursday 07-05-2020 02:02:07 CEST +0200,10098457,13,1
Thursday 07-05-2020 02:02:08 CEST +0200,10103146,13,1
Thursday 07-05-2020 02:02:08 CEST +0200,10107950,13,1
Thursday 07-05-2020 02:02:08 CEST +0200,10113694,13,1
Thursday 07-05-2020 02:02:08 CEST +0200,10119297,13,1
Thursday 07-05-2020 02:02:09 CEST +0200,10125217,13,1
Thursday 07-05-2020 02:02:09 CEST +0200,10130604,13,1
Thursday 07-05-2020 02:02:09 CEST +0200,10136566,13,1
Thursday 07-05-2020 02:02:09 CEST +0200,10141461,13,1
Thursday 07-05-2020 02:02:10 CEST +0200,10146820,13,1
Thursday 07-05-2020 02:02:10 CEST +0200,10151341,13,1
Thursday 07-05-2020 02:02:10 CEST +0200,10156337,13,1
Thursday 07-05-2020 02:02:10 CEST +0200,10161343,13,1
Thursday 07-05-2020 02:02:11 CEST +0200,10166230,13,1
Thursday 07-05-2020 02:02:11 CEST +0200,10170653,13,1
Thursday 07-05-2020 02:02:11 CEST +0200,10175933,13,1
Thursday 07-05-2020 02:02:11 CEST +0200,10179790,13,1
Thursday 07-05-2020 02:02:12 CEST +0200,10184759,13,1
Thursday 07-05-2020 02:02:12 CEST +0200,10189098,13,1
Thursday 07-05-2020 02:02:12 CEST +0200,10193316,13,1
Thursday 07-05-2020 02:02:12 CEST +0200,10198182,13,1
Thursday 07-05-2020 02:02:13 CEST +0200,10204138,13,1
Thursday 07-05-2020 02:02:13 CEST +0200,10209775,13,1
Thursday 07-05-2020 02:02:13 CEST +0200,10215557,13,1
Thursday 07-05-2020 02:02:13 CEST +0200,10221051,13,1
Thursday 07-05-2020 02:02:14 CEST +0200,10226484,13,1
Thursday 07-05-2020 02:02:14 CEST +0200,10232525,13,1
Thursday 07-05-2020 02:02:14 CEST +0200,10237276,13,1
Thursday 07-05-2020 02:02:14 CEST +0200,10241489,13,1
Thursday 07-05-2020 02:02:15 CEST +0200,10247913,13,1
Thursday 07-05-2020 02:02:15 CEST +0200,10254084,13,1
Thursday 07-05-2020 02:02:15 CEST +0200,10260107,13,1
Thursday 07-05-2020 02:02:15 CEST +0200,10265233,13,1
Thursday 07-05-2020 02:02:16 CEST +0200,10270207,13,1
Thursday 07-05-2020 02:02:16 CEST +0200,10275958,13,1
Thursday 07-05-2020 02:02:16 CEST +0200,10280222,13,1
Thursday 07-05-2020 02:02:16 CEST +0200,10284637,13,1
Thursday 07-05-2020 02:02:17 CEST +0200,10289282,13,1
Thursday 07-05-2020 02:02:17 CEST +0200,10295838,13,1
Thursday 07-05-2020 02:02:17 CEST +0200,10301464,13,1
Thursday 07-05-2020 02:02:17 CEST +0200,10307770,13,1
Thursday 07-05-2020 02:02:18 CEST +0200,10312298,13,1
Thursday 07-05-2020 02:02:18 CEST +0200,10316793,13,1
Thursday 07-05-2020 02:02:18 CEST +0200,10321964,13,1
Thursday 07-05-2020 02:02:18 CEST +0200,10327189,13,1
Thursday 07-05-2020 02:02:19 CEST +0200,10331904,13,1
Thursday 07-05-2020 02:02:19 CEST +0200,10338138,13,1
Thursday 07-05-2020 02:02:19 CEST +0200,10342987,13,1
Thursday 07-05-2020 02:02:19 CEST +0200,10348425,13,1
Thursday 07-05-2020 02:02:20 CEST +0200,10354738,13,1
Thursday 07-05-2020 02:02:20 CEST +0200,10359968,13,1
Thursday 07-05-2020 02:02:20 CEST +0200,10366420,13,1
Thursday 07-05-2020 02:02:20 CEST +0200,10372421,13,1
Thursday 07-05-2020 02:02:21 CEST +0200,10377006,13,1
Thursday 07-05-2020 02:02:21 CEST +0200,10382509,13,1
Thursday 07-05-2020 02:02:21 CEST +0200,10387693,13,1
Thursday 07-05-2020 02:02:21 CEST +0200,10393787,13,1
Thursday 07-05-2020 02:02:22 CEST +0200,10398991,13,1
Thursday 07-05-2020 02:02:22 CEST +0200,10404538,13,1
Thursday 07-05-2020 02:02:22 CEST +0200,10410442,13,1
Thursday 07-05-2020 02:02:22 CEST +0200,10415687,13,1
Thursday 07-05-2020 02:02:23 CEST +0200,10420572,13,1
Thursday 07-05-2020 02:02:23 CEST +0200,10426087,13,1
Thursday 07-05-2020 02:02:23 CEST +0200,10431997,13,1
Thursday 07-05-2020 02:02:23 CEST +0200,10437380,13,1
Thursday 07-05-2020 02:02:24 CEST +0200,10444156,13,1
Thursday 07-05-2020 02:02:24 CEST +0200,10450262,13,1
Thursday 07-05-2020 02:02:24 CEST +0200,10455978,13,1
Thursday 07-05-2020 02:02:24 CEST +0200,10460901,13,1
Thursday 07-05-2020 02:02:25 CEST +0200,10466613,13,1
Thursday 07-05-2020 02:02:25 CEST +0200,10471427,13,1
Thursday 07-05-2020 02:02:25 CEST +0200,10476115,13,1
Thursday 07-05-2020 02:02:25 CEST +0200,10482199,13,1
Thursday 07-05-2020 02:02:26 CEST +0200,10486902,13,1
Thursday 07-05-2020 02:02:26 CEST +0200,10492140,13,1
Thursday 07-05-2020 02:02:26 CEST +0200,10498813,13,1
Thursday 07-05-2020 02:02:26 CEST +0200,10503582,13,1
Thursday 07-05-2020 02:02:27 CEST +0200,10510389,13,1
Thursday 07-05-2020 02:02:27 CEST +0200,10515267,13,1
Thursday 07-05-2020 02:02:27 CEST +0200,10521215,13,1
Thursday 07-05-2020 02:02:27 CEST +0200,10527660,13,1
Thursday 07-05-2020 02:02:28 CEST +0200,10533044,13,1
Thursday 07-05-2020 02:02:28 CEST +0200,10538739,13,1
Thursday 07-05-2020 02:02:28 CEST +0200,10544030,13,1
Thursday 07-05-2020 02:02:28 CEST +0200,10549665,13,1
Thursday 07-05-2020 02:02:29 CEST +0200,10556515,13,1
Thursday 07-05-2020 02:02:29 CEST +0200,10562192,13,1
Thursday 07-05-2020 02:02:29 CEST +0200,10569107,13,1
Thursday 07-05-2020 02:02:29 CEST +0200,10574367,13,1
Thursday 07-05-2020 02:02:30 CEST +0200,10581182,13,1
Thursday 07-05-2020 02:02:30 CEST +0200,10586741,13,1
Thursday 07-05-2020 02:02:30 CEST +0200,10592373,13,1
Thursday 07-05-2020 02:02:30 CEST +0200,10599620,13,1
Thursday 07-05-2020 02:02:31 CEST +0200,10606227,13,1
Thursday 07-05-2020 02:02:31 CEST +0200,10612850,13,1
Thursday 07-05-2020 02:02:31 CEST +0200,10618582,13,1
Thursday 07-05-2020 02:02:31 CEST +0200,10624616,13,1
Thursday 07-05-2020 02:02:32 CEST +0200,10629980,13,1
Thursday 07-05-2020 02:02:32 CEST +0200,10636884,13,1
Thursday 07-05-2020 02:02:32 CEST +0200,10643283,13,1
Thursday 07-05-2020 02:02:32 CEST +0200,10649786,13,1
Thursday 07-05-2020 02:02:33 CEST +0200,10656480,13,1
Thursday 07-05-2020 02:02:33 CEST +0200,10662527,13,1
Thursday 07-05-2020 02:02:33 CEST +0200,10670060,13,1
Thursday 07-05-2020 02:02:33 CEST +0200,10676824,13,1
Thursday 07-05-2020 02:02:34 CEST +0200,10683023,13,1
Thursday 07-05-2020 02:02:34 CEST +0200,10689727,13,1
Thursday 07-05-2020 02:02:34 CEST +0200,10696579,13,1
Thursday 07-05-2020 02:02:34 CEST +0200,10702488,13,1
Thursday 07-05-2020 02:02:35 CEST +0200,10709359,13,1
Thursday 07-05-2020 02:02:35 CEST +0200,10716996,13,1
Thursday 07-05-2020 02:02:35 CEST +0200,10724608,13,1
Thursday 07-05-2020 02:02:35 CEST +0200,10732105,13,1
Thursday 07-05-2020 02:02:36 CEST +0200,10738263,13,1
Thursday 07-05-2020 02:02:36 CEST +0200,10745942,13,1
Thursday 07-05-2020 02:02:36 CEST +0200,10751433,13,1
Thursday 07-05-2020 02:02:36 CEST +0200,10759187,13,1
Thursday 07-05-2020 02:02:37 CEST +0200,10765307,13,1
Thursday 07-05-2020 02:02:37 CEST +0200,10772427,13,1
Thursday 07-05-2020 02:02:37 CEST +0200,10780138,13,1
Thursday 07-05-2020 02:02:37 CEST +0200,10785790,13,1
Thursday 07-05-2020 02:02:38 CEST +0200,10793573,13,1
Thursday 07-05-2020 02:02:38 CEST +0200,10799166,13,1
Thursday 07-05-2020 02:02:38 CEST +0200,10806701,13,1
Thursday 07-05-2020 02:02:38 CEST +0200,10813310,13,1
Thursday 07-05-2020 02:02:39 CEST +0200,10820567,13,1
Thursday 07-05-2020 02:02:39 CEST +0200,10826458,13,1
Thursday 07-05-2020 02:02:39 CEST +0200,10834109,13,1
Thursday 07-05-2020 02:02:39 CEST +0200,10841723,13,1
Thursday 07-05-2020 02:02:40 CEST +0200,10849060,13,1
Thursday 07-05-2020 02:02:40 CEST +0200,10855670,13,1
Thursday 07-05-2020 02:02:40 CEST +0200,10861896,13,1
Thursday 07-05-2020 02:02:40 CEST +0200,10868019,13,1
Thursday 07-05-2020 02:02:41 CEST +0200,10875590,13,1
Thursday 07-05-2020 02:02:41 CEST +0200,10881409,13,1
Thursday 07-05-2020 02:02:41 CEST +0200,10888742,13,1
Thursday 07-05-2020 02:02:41 CEST +0200,10894542,13,1
Thursday 07-05-2020 02:02:42 CEST +0200,10901916,13,1
Thursday 07-05-2020 02:02:42 CEST +0200,10908534,13,1
Thursday 07-05-2020 02:02:42 CEST +0200,10915060,13,1
Thursday 07-05-2020 02:02:42 CEST +0200,10921270,13,1
Thursday 07-05-2020 02:02:43 CEST +0200,10927474,13,1
Thursday 07-05-2020 02:02:43 CEST +0200,10933546,13,1
Thursday 07-05-2020 02:02:43 CEST +0200,10939607,13,1
Thursday 07-05-2020 02:02:43 CEST +0200,10946708,13,1
Thursday 07-05-2020 02:02:44 CEST +0200,10952781,13,1
Thursday 07-05-2020 02:02:44 CEST +0200,10961005,13,1
Thursday 07-05-2020 02:02:44 CEST +0200,10968148,13,1
Thursday 07-05-2020 02:02:44 CEST +0200,10975014,13,1
