Time Stamp, Pressure [Pa], System State, Alarm State
Thursday 07-05-2020 02:02:45 CEST +0200,10982615,13,1
Thursday 07-05-2020 02:02:45 CEST +0200,10989274,13,1
Thursday 07-05-2020 02:02:45 CEST +0200,10995982,13,1
Thursday 07-05-2020 02:02:45 CEST +0200,11003138,13,1
Thursday 07-05-2020 02:02:46 CEST +0200,11009984,13,1
Thursday 07-05-2020 02:02:46 CEST +0200,11016403,13,1
Thursday 07-05-2020 02:02:46 CEST +0200,11024728,13,1
Thursday 07-05-2020 02:02:46 CEST +0200,11032939,13,1
Thursday 07-05-2020 02:02:47 CEST +0200,11039340,13,1
Thursday 07-05-2020 02:02:47 CEST +0200,11047426,13,1
Thursday 07-05-2020 02:02:47 CEST +0200,11055345,13,1
Thursday 07-05-2020 02:02:47 CEST +0200,11063125,13,1
Thursday 07-05-2020 02:02:48 CEST +0200,11069447,13,1
Thursday 07-05-2020 02:02:48 CEST +0200,11077601,13,1
Thursday 07-05-2020 02:02:48 CEST +0200,11085934,13,1
Thursday 07-05-2020 02:02:48 CEST +0200,11093803,13,1
Thursday 07-05-2020 02:02:49 CEST +0200,11102173,13,1
Thursday 07-05-2020 02:02:49 CEST +0200,11109818,13,1
Thursday 07-05-2020 02:02:49 CEST +0200,11117850,13,1
Thursday 07-05-2020 02:02:49 CEST +0200,11125104,13,1
Thursday 07-05-2020 02:02:50 CEST +0200,11133261,13,1
Thursday 07-05-2020 02:02:50 CEST +0200,11139732,13,1
Thursday 07-05-2020 02:02:50 CEST +0200,11147493,13,1
Thursday 07-05-2020 02:02:50 CEST +0200,11156134,13,1
Thursday 07-05-2020 02:02:51 CEST +0200,11162505,13,1
Thursday 07-05-2020 02:02:51 CEST +0200,11170138,13,1
Thursday 07-05-2020 02:02:51 CEST +0200,11177273,13,1
Thursday 07-05-2020 02:02:51 CEST +0200,11183931,13,1
Thursday 07-05-2020 02:02:52 CEST +0200,11191584,13,1
Thursday 07-05-2020 02:02:52 CEST +0200,11199606,13,1
Thursday 07-05-2020 02:02:52 CEST +0200,11206857,13,1
Thursday 07-05-2020 02:02:52 CEST +0200,11213420,13,1
Thursday 07-05-2020 02:02:53 CEST +0200,11222232,13,1
Thursday 07-05-2020 02:02:53 CEST +0200,11230303,13,1
Thursday 07-05-2020 02:02:53 CEST +0200,11238118,13,1
Thursday 07-05-2020 02:02:53 CEST +0200,11245017,13,1
Thursday 07-05-2020 02:02:54 CEST +0200,11253133,13,1
Thursday 07-05-2020 02:02:54 CEST +0200,11260917,13,1
Thursday 07-05-2020 02:02:54 CEST +0200,11267654,13,1
Thursday 07-05-2020 02:02:54 CEST +0200,11276182,13,1
Thursday 07-05-2020 02:02:55 CEST +0200,11283208,13,1
Thursday 07-05-2020 02:02:55 CEST +0200,11291405,13,1
Thursday 07-05-2020 02:02:55 CEST +0200,11298837,13,1
Thursday 07-05-2020 02:02:55 CEST +0200,11306128,13,1
Thursday 07-05-2020 02:02:56 CEST +0200,11314004,13,1
Thursday 07-05-2020 02:02:56 CEST +0200,11320841,13,1
Thursday 07-05-2020 02:02:56 CEST +0200,11329895,13,1
Thursday 07-05-2020 02:02:56 CEST +0200,11337180,13,1
Thursday 07-05-2020 02:02:57 CEST +0200,11345519,13,1
Thursday 07-05-2020 02:02:57 CEST +0200,11354044,13,1
Thursday 07-05-2020 02:02:57 CEST +0200,11361970,13,1
Thursday 07-05-2020 02:02:57 CEST +0200,11369436,13,1
Thursday 07-05-2020 02:02:58 CEST +0200,11377786,13,1
Thursday 07-05-2020 02:02:58 CEST +0200,11384845,13,1
Thursday 07-05-2020 02:02:58 CEST +0200,11391871,13,1
Thursday 07-05-2020 02:02:58 CEST +0200,11400330,13,1
Thursday 07-05-2020 02:02:59 CEST +0200,11408742,13,1
Thursday 07-05-2020 02:02:59 CEST +0200,11416170,13,1
Thursday 07-05-2020 02:02:59 CEST +0200,11424536,13,1
Thursday 07-05-2020 02:02:59 CEST +0200,11433833,13,1
Thursday 07-05-2020 02:03:00 CEST +0200,11442935,13,1
Thursday 07-05-2020 02:03:00 CEST +0200,11452185,13,1
Thursday 07-05-2020 02:03:00 CEST +0200,11459260,13,1
Thursday 07-05-2020 02:03:00 CEST +0200,11467935,13,1
Thursday 07-05-2020 02:03:01 CEST +0200,11476436,13,1
Thursday 07-05-2020 02:03:01 CEST +0200,11484889,13,1
Thursday 07-05-2020 02:03:01 CEST +0200,11494009,13,1
Thursday 07-05-2020 02:03:01 CEST +0200,11501318,13,1
Thursday 07-05-2020 02:03:02 CEST +0200,11510630,13,1
Thursday 07-05-2020 02:03:02 CEST +0200,11519981,13,1
Thursday 07-05-2020 02:03:02 CEST +0200,11529294,13,1
Thursday 07-05-2020 02:03:02 CEST +0200,11536690,13,1
Thursday 07-05-2020 02:03:03 CEST +0200,11545278,13,1
Thursday 07-05-2020 02:03:03 CEST +0200,11552609,13,1
Thursday 07-05-2020 02:03:03 CEST +0200,11560702,13,1
Thursday 07-05-2020 02:03:03 CEST +0200,11570118,13,1
Thursday 07-05-2020 02:03:04 CEST +0200,11577656,13,1
Thursday 07-05-2020 02:03:04 CEST +0200,11585319,13,1
Thursday 07-05-2020 02:03:04 CEST +0200,11594919,13,1
Thursday 07-05-2020 02:03:04 CEST +0200,11603677,13,1
Thursday 07-05-2020 02:03:05 CEST +0200,11612729,13,1
Thursday 07-05-2020 02:03:05 CEST +0200,11621135,13,1
Thursday 07-05-2020 02:03:05 CEST +0200,11630624,13,1
Thursday 07-05-2020 02:03:05 CEST +0200,11638870,13,1
Thursday 07-05-2020 02:03:06 CEST +0200,11647127,13,1
Thursday 07-05-2020 02:03:06 CEST +0200,11656415,13,1
Thursday 07-05-2020 02:03:06 CEST +0200,11665877,13,1
Thursday 07-05-2020 02:03:06 CEST +0200,11675721,13,1
Thursday 07-05-2020 02:03:07 CEST +0200,11683192,13,1
Thursday 07-05-2020 02:03:07 CEST +0200,11691757,13,1
Thursday 07-05-2020 02:03:07 CEST +0200,11701616,13,1
Thursday 07-05-2020 02:03:07 CEST +0200,11711291,13,1
Thursday 07-05-2020 02:03:08 CEST +0200,11719790,13,1
Thursday 07-05-2020 02:03:08 CEST +0200,11729355,13,1
Thursday 07-05-2020 02:03:08 CEST +0200,11737916,13,1
Thursday 07-05-2020 02:03:08 CEST +0200,11747510,13,1
Thursday 07-05-2020 02:03:09 CEST +0200,11756140,13,1
Thursday 07-05-2020 02:03:09 CEST +0200,11764415,13,1
Thursday 07-05-2020 02:03:09 CEST +0200,11774294,13,1
Thursday 07-05-2020 02:03:09 CEST +0200,11782357,13,1
Thursday 07-05-2020 02:03:10 CEST +0200,11790085,13,1
Thursday 07-05-2020 02:03:10 CEST +0200,11799362,13,1
Thursday 07-05-2020 02:03:10 CEST +0200,11807725,13,1
Thursday 07-05-2020 02:03:10 CEST +0200,11816490,13,1
Thursday 07-05-2020 02:03:11 CEST +0200,11825965,13,1
Thursday 07-05-2020 02:03:11 CEST +0200,11834834,13,1
Thursday 07-05-2020 02:03:11 CEST +0200,11843445,13,1
Thursday 07-05-2020 02:03:11 CEST +0200,11853270,13,1
Thursday 07-05-2020 02:03:12 CEST +0200,11862596,13,1
Thursday 07-05-2020 02:03:12 CEST +0200,11870745,13,1
Thursday 07-05-2020 02:03:12 CEST +0200,11879248,13,1
Thursday 07-05-2020 02:03:12 CEST +0200,11887963,13,1
Thursday 07-05-2020 02:03:13 CEST +0200,11896802,13,1
Thursday 07-05-2020 02:03:13 CEST +0200,11905094,13,1
Thursday 07-05-2020 02:03:13 CEST +0200,11914302,13,1
Thursday 07-05-2020 02:03:13 CEST +0200,11924063,13,1
Thursday 07-05-2020 02:03:14 CEST +0200,11933853,13,1
Thursday 07-05-2020 02:03:14 CEST +0200,11942750,13,1
Thursday 07-05-2020 02:03:14 CEST +0200,11952563,13,1
Thursday 07-05-2020 02:03:14 CEST +0200,11962416,13,1
Thursday 07-05-2020 02:03:15 CEST +0200,11972450,13,1
Thursday 07-05-2020 02:03:15 CEST +0200,11981838,13,1
Thursday 07-05-2020 02:03:15 CEST +0200,11991064,13,1
Thursday 07-05-2020 02:03:15 CEST +0200,11999712,13,1
Thursday 07-05-2020 02:03:16 CEST +0200,12008326,13,1
Thursday 07-05-2020 02:03:16 CEST +0200,12018593,13,1
Thursday 07-05-2020 02:03:16 CEST +0200,12028859,13,1
Thursday 07-05-2020 02:03:16 CEST +0200,12038546,13,1
Thursday 07-05-2020 02:03:17 CEST +0200,12049074,13,1
Thursday 07-05-2020 02:03:17 CEST +0200,12059222,13,1
Thursday 07-05-2020 02:03:17 CEST +0200,12068921,13,1
Thursday 07-05-2020 02:03:17 CEST +0200,12079544,13,1
Thursday 07-05-2020 02:03:18 CEST +0200,12088916,13,1
Thursday 07-05-2020 02:03:18 CEST +0200,12099306,13,1
Thursday 07-05-2020 02:03:18 CEST +0200,12108603,13,1
Thursday 07-05-2020 02:03:18 CEST +0200,12119304,13,1
Thursday 07-05-2020 02:03:19 CEST +0200,12127998,13,1
Thursday 07-05-2020 02:03:19 CEST +0200,12137723,13,1
Thursday 07-05-2020 02:03:19 CEST +0200,12147646,13,1
Thursday 07-05-2020 02:03:19 CEST +0200,12157445,13,1
Thursday 07-05-2020 02:03:20 CEST +0200,12167078,13,1
Thursday 07-05-2020 02:03:20 CEST +0200,12177682,13,1
Thursday 07-05-2020 02:03:20 CEST +0200,12187918,13,1
Thursday 07-05-2020 02:03:20 CEST +0200,12198530,13,1
Thursday 07-05-2020 02:03:21 CEST +0200,12209110,13,1
Thursday 07-05-2020 02:03:21 CEST +0200,12218255,13,1
Thursday 07-05-2020 02:03:21 CEST +0200,12228310,13,1
Thursday 07-05-2020 02:03:21 CEST +0200,12238344,13,1
Thursday 07-05-2020 02:03:22 CEST +0200,12247993,13,1
Thursday 07-05-2020 02:03:22 CEST +0200,12257048,13,1
Thursday 07-05-2020 02:03:22 CEST +0200,12266539,13,1
Thursday 07-05-2020 02:03:22 CEST +0200,12275808,13,1
Thursday 07-05-2020 02:03:23 CEST +0200,12285783,13,1
Thursday 07-05-2020 02:03:23 CEST +0200,12296012,13,1
Thursday 07-05-2020 02:03:23 CEST +0200,12305422,13,1
Thursday 07-05-2020 02:03:23 CEST +0200,12315922,13,1
Thursday 07-05-2020 02:03:24 CEST +0200,12325907,13,1
Thursday 07-05-2020 02:03:24 CEST +0200,12335054,13,1
Thursday 07-05-2020 02:03:24 CEST +0200,12344255,13,1
Thursday 07-05-2020 02:03:24 CEST +0200,12354200,13,1
Thursday 07-05-2020 02:03:25 CEST +0200,12364872,13,1
Thursday 07-05-2020 02:03:25 CEST +0200,12375565,13,1
Thursday 07-05-2020 02:03:25 CEST +0200,12385506,13,1
Thursday 07-05-2020 02:03:25 CEST +0200,12394468,13,1
Thursday 07-05-2020 02:03:26 CEST +0200,12404449,13,1
Thursday 07-05-2020 02:03:26 CEST +0200,12414966,13,1
Thursday 07-05-2020 02:03:26 CEST +0200,12426325,13,1
Thursday 07-05-2020 02:03:26 CEST +0200,12436677,13,1
Thursday 07-05-2020 02:03:27 CEST +0200,12445740,13,1
Thursday 07-05-2020 02:03:27 CEST +0200,12455824,13,1
Thursday 07-05-2020 02:03:27 CEST +0200,12467157,13,1
Thursday 07-05-2020 02:03:27 CEST +0200,12477451,13,1
Thursday 07-05-2020 02:03:28 CEST +0200,12487317,13,1
Thursday 07-05-2020 02:03:28 CEST +0200,12498044,13,1
Thursday 07-05-2020 02:03:28 CEST +0200,12508089,13,1
Thursday 07-05-2020 02:03:28 CEST +0200,12517654,13,1
Thursday 07-05-2020 02:03:29 CEST +0200,12528590,13,1
Thursday 07-05-2020 02:03:29 CEST +0200,12540171,13,1
Thursday 07-05-2020 02:03:29 CEST +0200,12551230,13,1
Thursday 07-05-2020 02:03:29 CEST +0200,12560856,13,1
Thursday 07-05-2020 02:03:30 CEST +0200,12570512,13,1
Thursday 07-05-2020 02:03:30 CEST +0200,12582027,13,1
Thursday 07-05-2020 02:03:30 CEST +0200,12591868,13,1
Thursday 07-05-2020 02:03:30 CEST +0200,12602861,13,1
Thursday 07-05-2020 02:03:31 CEST +0200,12613547,13,1
Thursday 07-05-2020 02:03:31 CEST +0200,12623684,13,1
Thursday 07-05-2020 02:03:31 CEST +0200,12634078,13,1
Thursday 07-05-2020 02:03:31 CEST +0200,12645595,13,1
Thursday 07-05-2020 02:03:32 CEST +0200,12655705,13,1
Thursday 07-05-2020 02:03:32 CEST +0200,12666542,13,1
Thursday 07-05-2020 02:03:32 CEST +0200,12676824,13,1
Thursday 07-05-2020 02:03:32 CEST +0200,12686407,13,1
Thursday 07-05-2020 02:03:33 CEST +0200,12696718,13,1
Thursday 07-05-2020 02:03:33 CEST +0200,12707667,13,1
Thursday 07-05-2020 02:03:33 CEST +0200,12717354,13,1
Thursday 07-05-2020 02:03:33 CEST +0200,12728768,13,1
Thursday 07-05-2020 02:03:34 CEST +0200,12738937,13,1
Thursday 07-05-2020 02:03:34 CEST +0200,12750631,13,1
Thursday 07-05-2020 02:03:34 CEST +0200,12760621,13,1
Thursday 07-05-2020 02:03:34 CEST +0200,12770894,13,1
Thursday 07-05-2020 02:03:35 CEST +0200,12781292,13,1
Thursday 07-05-2020 02:03:35 CEST +0200,12791216,13,1
Thursday 07-05-2020 02:03:35 CEST +0200,12802765,13,1
Thursday 07-05-2020 02:03:35 CEST +0200,12813554,13,1
Thursday 07-05-2020 02:03:36 CEST +0200,12825147,13,1
Thursday 07-05-2020 02:03:36 CEST +0200,12837227,13,1
Thursday 07-05-2020 02:03:36 CEST +0200,12848481,13,1
Thursday 07-05-2020 02:03:36 CEST +0200,12859053,13,1
Thursday 07-05-2020 02:03:37 CEST +0200,12871172,13,1
Thursday 07-05-2020 02:03:37 CEST +0200,12881488,13,1
Thursday 07-05-2020 02:03:37 CEST +0200,12892505,13,1
Thursday 07-05-2020 02:03:37 CEST +0200,12904643,13,1
Thursday 07-05-2020 02:03:38 CEST +0200,12916816,13,1
Thursday 07-05-2020 02:03:38 CEST +0200,12927996,13,1
Thursday 07-05-2020 02:03:38 CEST +0200,12939463,13,1
Thursday 07-05-2020 02:03:38 CEST +0200,12950637,13,1
Thursday 07-05-2020 02:03:39 CEST +0200,12962650,13,1
Thursday 07-05-2020 02:03:39 CEST +0200,12974751,13,1
Thursday 07-05-2020 02:03:39 CEST +0200,12985261,13,1
Thursday 07-05-2020 02:03:39 CEST +0200,12995618,13,1
Thursday 07-05-2020 02:03:40 CEST +0200,13006768,13,1
Thursday 07-05-2020 02:03:40 CEST +0200,13018153,13,1
Thursday 07-05-2020 02:03:40 CEST +0200,13030631,13,1
Thursday 07-05-2020 02:03:40 CEST +0200,13042208,13,1
Thursday 07-05-2020 02:03:41 CEST +0200,13052674,13,1
Thursday 07-05-2020 02:03:41 CEST +0200,13064915,13,1
Thursday 07-05-2020 02:03:41 CEST +0200,13075559,13,1
Thursday 07-05-2020 02:03:41 CEST +0200,13086228,13,1
Thursday 07-05-2020 02:03:42 CEST +0200,13098210,13,1
Thursday 07-05-2020 02:03:42 CEST +0200,13108836,13,1
Thursday 07-05-2020 02:03:42 CEST +0200,13119749,13,1
Thursday 07-05-2020 02:03:42 CEST +0200,13132079,13,1
Thursday 07-05-2020 02:03:43 CEST +0200,13142996,13,1
Thursday 07-05-2020 02:03:43 CEST +0200,13155366,13,1
Thursday 07-05-2020 02:03:43 CEST +0200,13166408,13,1
Thursday 07-05-2020 02:03:43 CEST +0200,13178784,13,1
Thursday 07-05-2020 02:03:44 CEST +0200,13191115,13,1
Thursday 07-05-2020 02:03:44 CEST +0200,13203236,13,1
Thursday 07-05-2020 02:03:44 CEST +0200,13214023,13,1
Thursday 07-05-2020 02:03:44 CEST +0200,13225856,13,1
Thursday 07-05-2020 02:03:45 CEST +0200,13238054,13,1
Thursday 07-05-2020 02:03:45 CEST +0200,13249600,13,1
Thursday 07-05-2020 02:03:45 CEST +0200,13261326,13,1
Thursday 07-05-2020 02:03:45 CEST +0200,13273432,13,1
Thursday 07-05-2020 02:03:46 CEST +0200,13285836,13,1
Thursday 07-05-2020 02:03:46 CEST +0200,13296721,13,1
Thursday 07-05-2020 02:03:46 CEST +0200,13309638,13,1
Thursday 07-05-2020 02:03:46 CEST +0200,13321706,13,1
Thursday 07-05-2020 02:03:47 CEST +0200,13334285,13,1
Thursday 07-05-2020 02:03:47 CEST +0200,13345319,13,1
Thursday 07-05-2020 02:03:47 CEST +0200,13357295,13,1
Thursday 07-05-2020 02:03:47 CEST +0200,13368154,13,1
Thursday 07-05-2020 02:03:48 CEST +0200,13380520,13,1
Thursday 07-05-2020 02:03:48 CEST +0200,13392497,13,1
Thursday 07-05-2020 02:03:48 CEST +0200,13404836,13,1
Thursday 07-05-2020 02:03:48 CEST +0200,13417114,13,1
Thursday 07-05-2020 02:03:49 CEST +0200,13428355,13,1
Thursday 07-05-2020 02:03:49 CEST +0200,13440741,13,1
Thursday 07-05-2020 02:03:49 CEST +0200,13453069,13,1
Thursday 07-05-2020 02:03:49 CEST +0200,13465652,13,1
Thursday 07-05-2020 02:03:50 CEST +0200,13478439,13,1
Thursday 07-05-2020 02:03:50 CEST +0200,13490997,13,1
Thursday 07-05-2020 02:03:50 CEST +0200,13503241,13,1
Thursday 07-05-2020 02:03:50 CEST +0200,13516219,13,1
Thursday 07-05-2020 02:03:51 CEST +0200,13527999,13,1
Thursday 07-05-2020 02:03:51 CEST +0200,13540516,13,1
Thursday 07-05-2020 02:03:51 CEST +0200,13552679,13,1
Thursday 07-05-2020 02:03:51 CEST +0200,13564015,13,1
Thursday 07-05-2020 02:03:52 CEST +0200,13575856,13,1
Thursday 07-05-2020 02:03:52 CEST +0200,13588389,13,1
Thursday 07-05-2020 02:03:52 CEST +0200,13601117,13,1
Thursday 07-05-2020 02:03:52 CEST +0200,13614694,13,1
Thursday 07-05-2020 02:03:53 CEST +0200,13627854,13,1
Thursday 07-05-2020 02:03:53 CEST +0200,13641367,13,1
Thursday 07-05-2020 02:03:53 CEST +0200,13654123,13,1
Thursday 07-05-2020 02:03:53 CEST +0200,13666738,13,1
Thursday 07-05-2020 02:03:54 CEST +0200,13680130,13,1
Thursday 07-05-2020 02:03:54 CEST +0200,13692376,13,1
Thursday 07-05-2020 02:03:54 CEST +0200,13706009,13,1
Thursday 07-05-2020 02:03:54 CEST +0200,13718944,13,1
Thursday 07-05-2020 02:03:55 CEST +0200,13731567,13,1
Thursday 07-05-2020 02:03:55 CEST +0200,13743660,13,1
Thursday 07-05-2020 02:03:55 CEST +0200,13756754,13,1
Thursday 07-05-2020 02:03:55 CEST +0200,13770584,13,1
Thursday 07-05-2020 02:03:56 CEST +0200,13783474,13,1
Thursday 07-05-2020 02:03:56 CEST +0200,13795303,13,1
Thursday 07-05-2020 02:03:56 CEST +0200,13807786,13,1
Thursday 07-05-2020 02:03:56 CEST +0200,13821108,13,1
Thursday 07-05-2020 02:03:57 CEST +0200,13834491,13,1
Thursday 07-05-2020 02:03:57 CEST +0200,13848012,13,1
Thursday 07-05-2020 02:03:57 CEST +0200,13860639,13,1
Thursday 07-05-2020 02:03:57 CEST +0200,13873074,13,1
Thursday 07-05-2020 02:03:58 CEST +0200,13885832,13,1
Thursday 07-05-2020 02:03:58 CEST +0200,13899326,13,1
Thursday 07-05-2020 02:03:58 CEST +0200,13913340,13,1
Thursday 07-05-2020 02:03:58 CEST +0200,13926893,13,1
Thursday 07-05-2020 02:03:59 CEST +0200,13939496,13,1
Thursday 07-05-2020 02:03:59 CEST +0200,13952243,13,1
Thursday 07-05-2020 02:03:59 CEST +0200,13965643,13,1
Thursday 07-05-2020 02:03:59 CEST +0200,13978576,13,1
Thursday 07-05-2020 02:04:00 CEST +0200,13992759,13,1
Thursday 07-05-2020 02:04:00 CEST +0200,14004932,13,1
Thursday 07-05-2020 02:04:00 CEST +0200,14017902,13,1
Thursday 07-05-2020 02:04:00 CEST +0200,14031245,13,1
Thursday 07-05-2020 02:04:01 CEST +0200,14043345,13,1
Thursday 07-05-2020 02:04:01 CEST +0200,14057428,13,1
Thursday 07-05-2020 02:04:01 CEST +0200,14071720,13,1
Thursday 07-05-2020 02:04:01 CEST +0200,14085960,13,1
Thursday 07-05-2020 02:04:02 CEST +0200,14098177,13,1
Thursday 07-05-2020 02:04:02 CEST +0200,14111968,13,1
Thursday 07-05-2020 02:04:02 CEST +0200,14125423,13,1
Thursday 07-05-2020 02:04:02 CEST +0200,14138922,13,1
Thursday 07-05-2020 02:04:03 CEST +0200,14153442,13,1
Thursday 07-05-2020 02:04:03 CEST +0200,14165767,13,1
Thursday 07-05-2020 02:04:03 CEST +0200,14178850,13,1
Thursday 07-05-2020 02:04:03 CEST +0200,14191992,13,1
Thursday 07-05-2020 02:04:04 CEST +0200,14204692,13,1
Thursday 07-05-2020 02:04:04 CEST +0200,14218783,13,1
Thursday 07-05-2020 02:04:04 CEST +0200,14231347,13,1
Thursday 07-05-2020 02:04:04 CEST +0200,14245473,13,1
Thursday 07-05-2020 02:04:05 CEST +0200,14258703,13,1
Thursday 07-05-2020 02:04:05 CEST +0200,14271891,13,1
Thursday 07-05-2020 02:04:05 CEST +0200,14286427,13,1
Thursday 07-05-2020 02:04:05 CEST +0200,14300368,13,1
Thursday 07-05-2020 02:04:06 CEST +0200,14313015,13,1
Thursday 07-05-2020 02:04:06 CEST +0200,14327507,13,1
Thursday 07-05-2020 02:04:06 CEST +0200,14340920,13,1
Thursday 07-05-2020 02:04:06 CEST +0200,14354469,13,1
Thursday 07-05-2020 02:04:07 CEST +0200,14367582,13,1
Thursday 07-05-2020 02:04:07 CEST +0200,14382211,13,1
Thursday 07-05-2020 02:04:07 CEST +0200,14396486,13,1
Thursday 07-05-2020 02:04:07 CEST +0200,14409587,13,1
Thursday 07-05-2020 02:04:08 CEST +0200,14424573,13,1
Thursday 07-05-2020 02:04:08 CEST +0200,14437577,13,1
Thursday 07-05-2020 02:04:08 CEST +0200,14451724,13,1
Thursday 07-05-2020 02:04:08 CEST +0200,14466488,13,1
Thursday 07-05-2020 02:04:09 CEST +0200,14481232,13,1
Thursday 07-05-2020 02:04:09 CEST +0200,14494903,13,1
Thursday 07-05-2020 02:04:09 CEST +0200,14509552,13,1
Thursday 07-05-2020 02:04:09 CEST +0200,14524536,13,1
Thursday 07-05-2020 02:04:10 CEST +0200,14537597,13,1
Thursday 07-05-2020 02:04:10 CEST +0200,14550841,13,1
Thursday 07-05-2020 02:04:10 CEST +0200,14564441,13,1
Thursday 07-05-2020 02:04:10 CEST +0200,14579517,13,1
Thursday 07-05-2020 02:04:11 CEST +0200,14592994,13,1
Thursday 07-05-2020 02:04:11 CEST +0200,14607127,13,1
Thursday 07-05-2020 02:04:11 CEST +0200,14620807,13,1
Thursday 07-05-2020 02:04:11 CEST +0200,14634388,13,1
Thursday 07-05-2020 02:04:12 CEST +0200,14648026,13,1
Thursday 07-05-2020 02:04:12 CEST +0200,14662062,13,1
Thursday 07-05-2020 02:04:12 CEST +0200,14675137,13,1
Thursday 07-05-2020 02:04:12 CEST +0200,14689316,13,1
Thursday 07-05-2020 02:04:13 CEST +0200,14704265,13,1
Thursday 07-05-2020 02:04:13 CEST +0200,14719576,13,1
Thursday 07-05-2020 02:04:13 CEST +0200,14732972,13,1
Thursday 07-05-2020 02:04:13 CEST +0200,14747786,13,1
Thursday 07-05-2020 02:04:14 CEST +0200,14762819,13,1
Thursday 07-05-2020 02:04:14 CEST +0200,14776799,13,1
Thursday 07-05-2020 02:04:14 CEST +0200,14792309,13,1
Thursday 07-05-2020 02:04:14 CEST +0200,14805614,13,1
Thursday 07-05-2020 02:04:15 CEST +0200,14819359,13,1
Thursday 07-05-2020 02:04:15 CEST +0200,14834257,13,1
Thursday 07-05-2020 02:04:15 CEST +0200,14847717,13,1
Thursday 07-05-2020 02:04:15 CEST +0200,14861077,13,1
Thursday 07-05-2020 02:04:16 CEST +0200,14876422,13,1
Thursday 07-05-2020 02:04:16 CEST +0200,14891012,13,1
Thursday 07-05-2020 02:04:16 CEST +0200,14906532,13,1
Thursday 07-05-2020 02:04:16 CEST +0200,14921157,13,1
Thursday 07-05-2020 02:04:17 CEST +0200,14936768,13,1
Thursday 07-05-2020 02:04:17 CEST +0200,14951426,13,1
Thursday 07-05-2020 02:04:17 CEST +0200,14965500,13,1
Thursday 07-05-2020 02:04:17 CEST +0200,14981014,13,1
Thursday 07-05-2020 02:04:18 CEST +0200,14996171,13,1
Thursday 07-05-2020 02:04:18 CEST +0200,15010640,13,1
Thursday 07-05-2020 02:04:18 CEST +0200,15026037,13,1
Thursday 07-05-2020 02:04:18 CEST +0200,15041419,13,1
Thursday 07-05-2020 02:04:19 CEST +0200,15057181,13,1
Thursday 07-05-2020 02:04:19 CEST +0200,15070995,13,1
Thursday 07-05-2020 02:04:19 CEST +0200,15086634,13,1
Thursday 07-05-2020 02:04:19 CEST +0200,15102687,13,1
Thursday 07-05-2020 02:04:20 CEST +0200,15117166,13,1
Thursday 07-05-2020 02:04:20 CEST +0200,15132485,13,1
Thursday 07-05-2020 02:04:20 CEST +0200,15147335,13,1
Thursday 07-05-2020 02:04:20 CEST +0200,15163320,13,1
Thursday 07-05-2020 02:04:21 CEST +0200,15178084,13,1
Thursday 07-05-2020 02:04:21 CEST +0200,15193275,13,1
Thursday 07-05-2020 02:04:21 CEST +0200,15208596,13,1
Thursday 07-05-2020 02:04:21 CEST +0200,15224855,13,1
Thursday 07-05-2020 02:04:22 CEST +0200,15240901,13,1
Thursday 07-05-2020 02:04:22 CEST +0200,15256181,13,1
Thursday 07-05-2020 02:04:22 CEST +0200,15272570,13,1
Thursday 07-05-2020 02:04:22 CEST +0200,15288727,13,1
Thursday 07-05-2020 02:04:23 CEST +0200,15303282,13,1
Thursday 07-05-2020 02:04:23 CEST +0200,15319449,13,1
Thursday 07-05-2020 02:04:23 CEST +0200,15335697,13,1
Thursday 07-05-2020 02:04:23 CEST +0200,15351868,13,1
Thursday 07-05-2020 02:04:24 CEST +0200,15366472,13,1
Thursday 07-05-2020 02:04:24 CEST +0200,15382498,13,1
Thursday 07-05-2020 02:04:24 CEST +0200,15397090,13,1
Thursday 07-05-2020 02:04:24 CEST +0200,15411513,13,1
Thursday 07-05-2020 02:04:25 CEST +0200,15426382,13,1
Thursday 07-05-2020 02:04:25 CEST +0200,15441610,13,1
Thursday 07-05-2020 02:04:25 CEST +0200,15457649,13,1
Thursday 07-05-2020 02:04:25 CEST +0200,15473752,13,1
Thursday 07-05-2020 02:04:26 CEST +0200,15489503,13,1
Thursday 07-05-2020 02:04:26 CEST +0200,15505003,13,1
Thursday 07-05-2020 02:04:26 CEST +0200,15520092,13,1
Thursday 07-05-2020 02:04:26 CEST +0200,15535620,13,1
Thursday 07-05-2020 02:04:27 CEST +0200,15550889,13,1
Thursday 07-05-2020 02:04:27 CEST +0200,15565583,13,1
Thursday 07-05-2020 02:04:27 CEST +0200,15581107,13,1
Thursday 07-05-2020 02:04:27 CEST +0200,15597174,13,1
Thursday 07-05-2020 02:04:28 CEST +0200,15613482,13,1
Thursday 07-05-2020 02:04:28 CEST +0200,15629689,13,1
Thursday 07-05-2020 02:04:28 CEST +0200,15645149,13,1
Thursday 07-05-2020 02:04:28 CEST +0200,15660040,13,1
Thursday 07-05-2020 02:04:29 CEST +0200,15675233,13,1
Thursday 07-05-2020 02:04:29 CEST +0200,15691750,13,1
Thursday 07-05-2020 02:04:29 CEST +0200,15706646,13,1
Thursday 07-05-2020 02:04:29 CEST +0200,15723572,13,1
Thursday 07-05-2020 02:04:30 CEST +0200,15739066,13,1
Thursday 07-05-2020 02:04:30 CEST +0200,15755988,13,1
Thursday 07-05-2020 02:04:30 CEST +0200,15772720,13,1
